Restaurant_ID,Restaurant_Name,Country_Code,City,Address,Locality,Locality_Verbose,Longitude,Latitude,Cuisines,Average_Cost_for_two,Currency,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Aggregate_rating,Rating_text,Votes
17092293,Bern's Steak House,216,Tampa Bay,"1208 S Howard Ave, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.4829620000,27.9315160000,"American, Desserts, Steak",70,$,0,0,0,0,4,4.7,Excellent,3157
17102241,Boca Kitchen Bar Market,216,Tampa Bay,"901 W. Platt St., Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.4688700000,27.9419420000,Breakfast,40,$,0,0,0,0,3,3.9,Good,665
17093600,Taco Bus,216,Tampa Bay,"913 E Hillsborough Ave, Tampa, FL 33604",Seminole Heights,"Seminole Heights, Tampa Bay",-82.4498970000,27.9959640000,"Mexican, Vegetarian",10,$,0,0,0,0,1,4.5,Excellent,1868
17092257,BellaBrava,216,Tampa Bay,"204 Beach Drive Northeast, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.6329663000,27.7737426000,"American, Italian, Seafood",25,$,0,0,0,0,2,4.1,Very Good,921
17100307,Ella's Americana Folk Art Cafe,216,Tampa Bay,"5119 N Nebraska Ave, Tampa, FL 33603",Seminole Heights,"Seminole Heights, Tampa Bay",-82.4510410000,27.9936450000,"International, Italian, Southern",40,$,0,0,0,0,3,4.8,Excellent,1715
17095098,Mazzaro's Italian Market,216,Tampa Bay,"2909 22nd Ave N, St Petersburg, FL 33713",Kenwood,"Kenwood, Tampa Bay",-82.6736210000,27.7920470000,"Italian, Deli",10,$,0,0,0,0,1,4.9,Excellent,1424
17096198,Salt Rock Grill,216,Tampa Bay,"19325 Gulf Blvd, Indian Shores, FL 33785",Indian Rocks/Indian Shores,"Indian Rocks/Indian Shores, Tampa Bay",-82.8432530000,27.8483570000,"American, Seafood, Steak",40,$,0,0,0,0,3,4.2,Very Good,1363
17100547,The Refinery,216,Tampa Bay,"5137 N. Florida Ave., Tampa, FL 33603",Seminole Heights,"Seminole Heights, Tampa Bay",-82.4593390000,27.9938400000,"Seafood, Steak",40,$,0,0,0,0,3,4.0,Very Good,875
17095979,Red Mesa Restaurant,216,Tampa Bay,"4912 4th St N, St Petersburg, FL 33703",Northeast St Petersburg,"Northeast St Petersburg, Tampa Bay",-82.6388430000,27.8168480000,"Breakfast, Mexican",40,$,0,0,0,0,3,4.5,Excellent,1203
17095236,Mr. Dunderbak's Biergarten and Marketplatz,216,Tampa Bay,"14929 Bruce B Downs Blvd, Tampa, FL 33612",New Tampa,"New Tampa, Tampa Bay",-82.4129400000,28.0829090000,"European, German",40,$,0,0,0,0,3,4.9,Excellent,1413
17092801,Ceviche Tapas Bar & Restaurant,216,Tampa Bay,"2500 W Azeele St, Tampa, FL 33609",Hyde Park,"Hyde Park, Tampa Bay",-82.4852372000,27.9410382000,"Breakfast, Spanish, Tapas",25,$,0,0,0,0,2,4.4,Very Good,1007
17095222,The Moon Under Water,216,Tampa Bay,"332 Beach Dr NE, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.6321740000,27.7754620000,"British, Bar Food, Sandwich",25,$,0,0,0,0,2,4.1,Very Good,1020
17096140,Rumba Island Bar & Grill,216,Tampa Bay,"1800 Gulf To Bay Blvd, Clearwater, FL 33765",Clearwater,"Clearwater, Tampa Bay",-82.7626240000,27.9607600000,"BBQ, Caribbean, Seafood",25,$,0,0,0,0,2,4.6,Excellent,1321
17093135,Conch Republic Grill,216,Tampa Bay,"16699 Gulf Blvd, North Redington Beach, FL 33708",Madeira Beach/Redington Beach,"Madeira Beach/Redington Beach, Tampa Bay",-82.8208560000,27.8160860000,"Sandwich, Seafood, Steak",40,$,0,0,0,0,3,4.5,Excellent,844
17093273,Daily Eats,216,Tampa Bay,"901 S Howard Avenue, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.4831240000,27.9350390000,"American, Burger",25,$,0,0,0,0,2,4.4,Very Good,803
17092799,Ceviche Tapas Bar & Restaurant,216,Tampa Bay,"10 Beach Dr, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.6333294000,27.7711464000,"Spanish, Tapas",25,$,0,0,0,0,2,4.1,Very Good,986
17580142,McGuire's Irish Pub & Brewery,216,Pensacola,"600 E Gregory Street, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.2027000000,30.4179000000,"Burger, Bar Food, Steak",40,$,0,0,0,0,3,4.9,Excellent,2238
17579928,Cactus Flower Cafe,216,Pensacola,"3425 N 12th Ave, Pensacola, FL 32503",Pensacola,"Pensacola, Pensacola",-87.2080932000,30.4473322000,"Latin American, Mexican, Southwestern",25,$,0,0,0,0,2,4.2,Very Good,1268
17580422,Peg Leg Pete's,216,Pensacola,"1010 Fort Pickens Rd, Pensacola Beach, FL 32561",Pensacola Beach,"Pensacola Beach, Pensacola",-87.1643760000,30.3278640000,"Burger, Sandwich, Seafood",40,$,0,0,0,0,3,4.4,Very Good,1408
17580539,The Grand Marlin,216,Pensacola,"400 Pensacola Beach Boulevard, Pensacola Beach, FL 32561",Pensacola Beach,"Pensacola Beach, Pensacola",-87.1491780000,30.3426200000,"Caribbean, Seafood",40,$,0,0,0,0,3,4.3,Very Good,905
17580020,The Fish House,216,Pensacola,"600 S Barracks St, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.2110820000,30.4073580000,"American, Seafood, Sushi",40,$,0,0,0,0,3,4.0,Very Good,1270
17580453,Cactus Flower Cafe Navarre,216,Pensacola,"8725 Ortega Park Dr, Navarre, FL 32566",Navarre,"Navarre, Pensacola",-86.8573393000,30.4025979000,"Mexican, Southwestern, Tex-Mex",25,$,0,0,0,0,2,4.2,Very Good,635
17580704,The Tin Cow,216,Pensacola,"102 S Palafox Pl, Pensacola, FL",Pensacola,"Pensacola, Pensacola",-87.2150874000,30.4116106000,"Burger, Bar Food",25,$,0,0,0,0,2,3.7,Good,559
17580349,Tu-Do Vietnamese Restaurant,216,Pensacola,"7130 N Davis Hwy, Pensacola, FL 32504",Pensacola,"Pensacola, Pensacola",-87.2216000000,30.4982000000,"Asian, Vietnamese",10,$,0,0,0,0,1,4.5,Excellent,828
17580408,Flounders Chowder House,216,Pensacola,"800 Quietwater Beach Rd, Pensacola Beach, FL 32561",Pensacola Beach,"Pensacola Beach, Pensacola",-87.1430000000,30.3359000000,Seafood,40,$,0,0,0,0,3,3.9,Good,724
17580021,Fisherman's Corner,216,Pensacola,"13486 Perdido Key Dr, Pensacola, FL 32507",Perdido Key,"Perdido Key, Pensacola",-87.4277070000,30.3084680000,"Sandwich, Seafood, Cajun",40,$,0,0,0,0,3,4.4,Very Good,747
17580030,Global Grill,216,Pensacola,"27 South Palafox Pl, Pensacola, FL 32501",Pensacola,"Pensacola, Pensacola",-87.2153054000,30.4118780000,"European, International, Tapas",40,$,0,0,0,0,3,4.4,Very Good,900
17580160,New Yorker Deli & Pizzeria,216,Pensacola,"3001 E Cervantes St, Pensacola, FL 32503",Pensacola,"Pensacola, Pensacola",-87.1819000000,30.4251000000,"Italian, Pizza, Sandwich",10,$,0,0,0,0,1,4.6,Excellent,792
17580074,Ichiban,216,Pensacola,"5555 N Davis Hwy Ste I, Pensacola, FL 32503",Pensacola,"Pensacola, Pensacola",-87.2252000000,30.4767000000,"Japanese, Sushi",25,$,0,0,0,0,2,4.3,Very Good,765
17579992,Dharma Blue,216,Pensacola,"300 S Alcaniz Street, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.2092000000,30.4101000000,"Seafood, Sushi",40,$,0,0,0,0,3,4.1,Very Good,669
17580412,Carrabba's Italian Grill,216,Pensacola,"311 N 9th Avenue, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.2058550000,30.4173180000,"Italian, Pizza, Seafood",40,$,0,0,0,0,3,3.7,Good,292
17579653,Hemingway's Island Grill,216,Pensacola,"400 Quietwater Beach Rd, Pensacola Beach, FL 32561",Pensacola Beach,"Pensacola Beach, Pensacola",-87.1426020000,30.3355210000,"Caribbean, Seafood, Steak",40,$,0,0,0,0,3,3.5,Good,479
17580350,Tuscan Oven,216,Pensacola,"4801 N 9th Ave, Pensacola, FL 32503",Pensacola,"Pensacola, Pensacola",-87.2140000000,30.4692000000,"Italian, Mediterranean, Pizza",25,$,0,0,0,0,2,4.1,Very Good,502
17580511,Original Georgios Authentic Greek Food,216,Pensacola,"13310 Merilla Street, Pensacola, FL 32507",Perdido Key,"Perdido Key, Pensacola",-87.4218962000,30.3199824000,Greek,10,$,0,0,0,0,1,4.7,Excellent,816
17580590,Jaco's Bayfront Bar and Grille,216,Pensacola,"997 South Palafox, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.2132740000,30.4030340000,Tapas,25,$,0,0,0,0,2,3.9,Good,502
17580476,Native Cafe,216,Pensacola,"45 A Via De Luna Dr, Pensacola Beach, FL 32561",Pensacola Beach,"Pensacola Beach, Pensacola",-87.1329320000,30.3347760000,"Breakfast, Burger",25,$,0,0,0,0,2,4.2,Very Good,591
17284158,Jimmie's Hot Dogs,216,Albany,"204 S Jackson St, Albany, GA 31701",Albany,"Albany, Albany",-84.1534000000,31.5751000000,,10,$,0,0,0,0,1,3.9,Good,160
17284390,The Catch Seafood Room & Oyster Bar,216,Albany,"2332 Whispering Pines Road, Albany, GA 31707",Albany,"Albany, Albany",-84.2050250000,31.6058820000,"Seafood, Tapas, Bar Food",40,$,0,0,0,0,3,3.8,Good,250
17284403,Henry Campbell's Steakhouse,216,Albany,"629 N. Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.2232780000,31.6121210000,"Steak, Tapas, Bar Food",70,$,0,0,0,0,4,3.5,Good,51
17284139,Harvest Moon,216,Albany,"2347 Dawson Road, Albany, GA 31707",Albany,"Albany, Albany",-84.2057180000,31.6049050000,"Pizza, Bar Food, Sandwich",25,$,0,0,0,0,2,3.7,Good,147
17284175,Locos Grill & Pub,216,Albany,"547 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.2228000000,31.6077000000,"American, Burger, Sandwich",25,$,0,0,0,0,2,3.5,Good,57
17284279,Villa Gargano,216,Albany,"1604 N Slappey Blvd, Albany, GA 31701",Albany,"Albany, Albany",-84.1757000000,31.5985000000,"Italian, Pizza",10,$,0,0,0,0,1,3.7,Good,117
17284150,House of China Restaurant II,216,Albany,"2526 Dawson Rd Ste A, Albany, GA 31707",Albany,"Albany, Albany",-84.2120000000,31.6104000000,Chinese,10,$,0,0,0,0,1,3.8,Good,153
17284409,Guang Zhou Chinese Restaurant,216,Albany,"1214 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.2091458000,31.6155186000,"Asian, Chinese, Vegetarian",10,$,0,0,0,0,1,3.9,Good,141
17284197,Mikata Japanese Steakhouse,216,Albany,"2610 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2164000000,31.6137000000,"Japanese, Steak, Sushi",40,$,0,0,0,0,3,3.6,Good,115
17284145,Hong Kong Cafe,216,Albany,"2700 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2191000000,31.6156000000,"Chinese, Seafood, Vegetarian",25,$,0,0,0,0,2,3.6,Good,88
17284404,Austin's BBQ and Oyster Bar,216,Albany,"2820 Meredyth Dr, Albany, GA 31707",Albany,"Albany, Albany",-84.2215350000,31.6103870000,"BBQ, Burger, Seafood",25,$,0,0,0,0,2,3.3,Average,35
17284203,BJ's Country Buffet,216,Albany,"2401 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2070950000,31.6087430000,"American, BBQ",10,$,0,0,0,0,1,3.3,Average,25
17284211,Pearly's Famous Country Cookng,216,Albany,"814 N Slappey Blvd, Albany, GA 31701",Albany,"Albany, Albany",-84.1759000000,31.5882000000,,0,$,0,0,0,0,1,3.4,Average,36
17284241,Shogun Japanese Steak House,216,Albany,"629 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.2233000000,31.6118000000,"Japanese, Steak, Sushi",40,$,0,0,0,0,3,3.5,Good,51
17284105,Cookie Shoppe,216,Albany,"115 N Jackson St, Albany, GA 31701",Albany,"Albany, Albany",-84.1540000000,31.5772000000,,0,$,0,0,0,0,1,3.4,Average,34
17284094,Chick-fil-A,216,Albany,"2703 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2193000000,31.6160000000,Fast Food,10,$,0,0,0,0,1,3.5,Good,67
17284397,Elements Coffee Co - Northwest,216,Albany,"2726 Ledo Rd Ste 10, Albany, GA 31707",Albany,"Albany, Albany",-84.2069440000,31.6224120000,"Coffee and Tea, Sandwich",10,$,0,0,0,0,1,3.4,Average,26
17284302,El Vaquero Mexican Restaurant,216,Albany,"2700 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2194000000,31.6158000000,Mexican,0,$,0,0,0,0,1,3.4,Average,45
17284179,Longhorn Steakhouse,216,Albany,"2733 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2229000000,31.6185000000,"American, Steak",25,$,0,0,0,0,2,3.5,Good,58
17284364,3 Squares Diner,216,Albany,"202 W Franklin St, Sylvester, GA 31791",Sylvester,"Sylvester, Albany",-83.8389000000,31.5308000000,"American, Breakfast, Diner",10,$,0,0,0,0,1,3.4,Average,20
17678233,Passage 2 India,216,Valdosta,"2910 N Ashley St Ste E, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.2893380000,30.8711400000,"Indian, Middle Eastern",25,$,0,0,0,0,2,3.8,Good,245
17678291,Steel Magnolias,216,Valdosta,"132 N. Patterson St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.2796000000,30.8316000000,Southern,40,$,0,0,0,0,3,3.8,Good,225
17677991,Bleu Pub,216,Valdosta,"116 W Hill Ave, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.2792000000,30.8308000000,"Burger, Bar Food, Vegetarian",10,$,0,0,0,0,1,3.8,Good,281
17678218,Smok'n Pig B-B-Q,216,Valdosta,"4228 N Valdosta Rd, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.3327960000,30.8970870000,BBQ,25,$,0,0,0,0,2,4.1,Very Good,575
17678148,Rodeo Mexican Restaurant,216,Valdosta,"2801 N Ashley St, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.2868000000,30.8680000000,Mexican,25,$,0,0,0,0,2,3.8,Good,199
17678055,Giulios Greek & Italian Restaurant,216,Valdosta,"105 E Ann St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.2851000000,30.8433000000,"Greek, Italian",40,$,0,0,0,0,3,3.8,Good,221
17678307,Bubba Jax Crab Shack,216,Valdosta,"1700 W Hill Ave, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.3085736000,30.8223548000,"Fast Food, Seafood",40,$,0,0,0,0,3,3.7,Good,137
17678222,Friends Grille and Bar,216,Valdosta,"3338-B Country Club Rd, GA 31605",Valdosta,"Valdosta, Valdosta",-83.2963300000,30.8801460000,"American, Southern",25,$,0,0,0,0,2,3.9,Good,243
17677978,306 North Restaurant,216,Valdosta,"306 N Patterson St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.2799000000,30.8332000000,"Seafood, Southern",40,$,0,0,0,0,3,3.9,Good,231
17677988,Austins Cattle Co,216,Valdosta,"2101 W Hill Ave, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.3170843000,30.8164364000,"Burger, Seafood, Steak",40,$,0,0,0,0,3,3.7,Good,216
17677990,Bleu Cafe,216,Valdosta,"125 N Patterson St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.2790000000,30.8308000000,"Pizza, Sandwich",25,$,0,0,0,0,2,3.7,Good,185
17678216,Mori's Japanese Steakhouse & Sushi Bar,216,Valdosta,"1709 Norman Dr, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.3189580000,30.8415470000,"Japanese, Steak, Sushi",70,$,0,0,0,0,4,3.5,Good,208
17678097,Mom & Dad's Italian Restaurant,216,Valdosta,"4143 N Valdosta Rd, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.3283000000,30.8971000000,Italian,25,$,0,0,0,0,2,3.7,Good,183
17678276,Cheddar's Scratch Kitchen,216,Valdosta,"270 Norman Drive, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.3164020000,30.8246910000,American,25,$,0,0,0,0,2,3.7,Good,209
17678326,La Jalisco Supermercato,216,Valdosta,"1300 N. Ashley St., Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.2810000000,30.8465000000,Mexican,10,$,0,0,0,0,1,3.5,Good,46
17678231,Beijing Cafe,216,Valdosta,"1715 C Norman Drive, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.3185540000,30.8418920000,"Asian, Chinese, Thai",35,$,0,0,0,0,3,3.8,Good,185
17678229,Masato Japanese,216,Valdosta,"1337 Baytree Rd, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.3103430000,30.8467630000,"Japanese, Sushi",25,$,0,0,0,0,2,3.9,Good,262
17678283,El Cazador,216,Valdosta,"1600 N. Ashley St., Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.2807800000,30.8508880000,Mexican,10,$,0,0,0,0,1,3.7,Good,168
17678243,Buffalo Wild Wings,216,Valdosta,"1553 Baytree Rd., Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.3191230000,30.8468190000,Bar Food,25,$,0,0,0,0,2,3.4,Average,98
17678043,El Toreo Mexican Restaurant,216,Valdosta,"1713 Gornto Rd, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.3247000000,30.8426000000,Mexican,25,$,0,0,0,0,2,3.1,Average,83
17375047,Eat at Thai,216,Gainesville,"975 Dawsonville Hwy, Gainesville, GA 30501",Gainesville,"Gainesville, Gainesville",-83.8579930000,34.3001820000,Thai,10,$,0,0,0,0,1,4.6,Excellent,357
17374978,Troll Tavern,216,Gainesville,"8590 N Main St Ste B, Helen, GA 30545",Helen,"Helen, Gainesville",-83.7334000000,34.7021000000,"Burger, German, Sandwich",25,$,0,0,0,0,2,2.2,Poor,108
17374951,Hofer's Bakery & Cafe,216,Gainesville,"8758 N Main St, Helen, GA 30545",Helen,"Helen, Gainesville",-83.7345000000,34.7024000000,"German, Ice Cream",10,$,0,0,0,0,1,3.9,Good,136
17375072,Atlanta Highway Seafood Market,216,Gainesville,"227 Atlanta Highway Suite 900, Gainesville, GA 30501",Gainesville,"Gainesville, Gainesville",-83.8384570000,34.2851020000,"Sandwich, Seafood, Cajun",25,$,0,0,0,0,2,4.9,Excellent,681
17374921,2 Dog,216,Gainesville,"317 Spring St SE, Gainesville, GA 30501",Gainesville,"Gainesville, Gainesville",-83.8240230000,34.3005670000,"American, European, Sandwich",25,$,0,0,0,0,2,4.2,Very Good,350
17375089,Re-Cess,216,Gainesville,"118 Bradford St NE, Gainesville, GA 30501",Gainesville,"Gainesville, Gainesville",-83.8268600000,34.3003320000,"American, Southern",25,$,0,0,0,0,2,4.2,Very Good,319
17375164,Bourbon Street Grille,216,Gainesville,"90 Public Sq N, Dahlonega, GA 30533",Dahlonega,"Dahlonega, Gainesville",-83.9853530000,34.5329730000,"American, Burger, Cajun",25,$,0,0,0,0,2,3.8,Good,88
17375214,Bodensee,216,Gainesville,"64 Munich Strasse, Helen, GA 30545",Helen,"Helen, Gainesville",-83.7277410000,34.7015940000,German,40,$,0,0,0,0,3,3.8,Good,114
17375104,The Nacoochee Village Tavern & Pizzeria,216,Gainesville,"7275 S Main St., Helen, GA 30545",Helen,"Helen, Gainesville",-83.7134980000,34.6912080000,"Italian, Pizza, Sandwich",10,$,0,0,0,0,1,4.0,Very Good,161
17374552,Corkscrew Cafe,216,Gainesville,"51 W Main St, Dahlonega, GA 30533",Dahlonega,"Dahlonega, Gainesville",-83.9858000000,34.5318000000,,40,$,0,0,0,0,3,3.9,Good,209
17375180,Moonie's Texas Barbecue,216,Gainesville,"5545 Atlanta Highway, Flowery Branch, GA 30542",Flowery Branch,"Flowery Branch, Gainesville",-83.9277940000,34.1800430000,"BBQ, Sandwich",10,$,0,0,0,0,1,4.1,Very Good,182
17375077,Shenanigan's Irish Pub,216,Gainesville,"87 N. Chestatee St., Dahlonega, GA 30533",Dahlonega,"Dahlonega, Gainesville",-83.9861190000,34.5331980000,"Bar Food, Seafood, Vegetarian",25,$,0,0,0,0,2,4.1,Very Good,171
17375049,Hoka-Hoka Japanese Steak & Sushi,216,Gainesville,"617 North Grove Street, Dahlonega, GA 30533",Dahlonega,"Dahlonega, Gainesville",-83.9893170000,34.5410440000,"Chinese, Japanese, Thai",10,$,0,0,0,0,1,4.4,Very Good,267
17374405,Houndstooth Grill & Tavern,216,Gainesville,"6323 Grand Hickory Dr Ste 200A, Braselton, GA 30517",Braselton,"Braselton, Gainesville",-83.8461000000,34.0901000000,"American, Sandwich, Seafood",25,$,0,0,0,0,2,4.4,Very Good,239
17375060,Hawg Wild BBQ & Catfish House,216,Gainesville,"515 Grant Street, Clarkesville, GA 30523",Clarkesville,"Clarkesville, Gainesville",-83.5206930000,34.6180200000,"BBQ, Burger, Seafood",10,$,0,0,0,0,1,4.1,Very Good,235
17375078,Smokin Gold BBQ,216,Gainesville,"59 E Main St, Dahlonega, GA 30533",Dahlonega,"Dahlonega, Gainesville",-83.9839390000,34.5336260000,BBQ,10,$,0,0,0,0,1,3.9,Good,133
